Date,Close,High,Low,Open,Volume
6/29/2010,17.28911781,17.28911781,17.28911781,17.28911781,0
6/30/2010,16.89872551,17.06603906,16.89872551,17.06603906,2408385
7/1/2010,16.78718376,17.01027042,16.78718376,16.89872766,1815806
7/4/2010,16.84294891,16.84294891,16.39677805,16.84294891,2483849
7/5/2010,16.67563629,16.89872173,16.61986436,16.78717788,2023775
7/6/2010,16.67563629,16.78717788,16.56409357,16.61986436,1947175
7/7/2010,17.01026535,17.01026535,16.78717876,16.78717876,2259789
7/8/2010,16.73141098,16.84295373,16.67564017,16.84295373,1406583
7/11/2010,17.06603813,17.23335167,17.06603813,17.17758087,2151846
7/12/2010,17.23334885,17.3448927,17.17757805,17.28912077,3065423
7/13/2010,17.63147736,17.68835367,17.46084957,17.63147736,3025611
7/14/2010,17.63147736,17.63147736,17.63147736,17.63147736,0
7/15/2010,17.40397835,17.57460502,17.34710318,17.40397835,1816912
7/18/2010,17.17647171,17.23334803,17.11959539,17.17647171,1339849
7/19/2010,17.17647171,17.29022319,17.17647171,17.17647171,1284672
7/20/2010,17.29022598,17.29022598,17.06272299,17.06272299,1236218
7/21/2010,17.1196022,17.3471064,17.06272702,17.3471064,1307186
7/22/2010,17.1196022,17.17647854,16.9489755,17.1196022,2003725
7/25/2010,17.40397835,17.46085352,17.17647535,17.17647535,2084763
7/26/2010,17.34710121,17.46085154,17.29022489,17.46085154,1031696
7/27/2010,17.6883564,17.85898306,17.2902256,17.34710192,3353596
7/28/2010,17.97273636,18.14336419,17.74523335,17.74523335,4579583
7/29/2010,17.97273636,18.20023937,17.91586003,17.91586003,1834904
8/1/2010,18.08648491,18.25711156,17.97273342,18.20023639,2436621
8/2/2010,18.08648491,18.37086304,17.97273342,18.08648491,3462177
8/3/2010,18.08648491,18.31398788,18.02960859,18.20023639,2214359
8/4/2010,17.97273636,18.25711454,17.91586003,18.14336419,3283707
8/5/2010,17.97273636,18.02961153,17.91586003,17.91586003,1057983
8/8/2010,18.02960968,18.086486,17.97273451,18.086486,963087
8/9/2010,17.97273636,18.08648786,17.97273636,18.02961153,821822
8/10/2010,17.91586113,18.02961264,17.91586113,17.97273746,1066119
8/11/2010,17.80211258,17.91586294,17.74523624,17.91586294,1278905
8/12/2010,17.57460403,17.80210818,17.51772887,17.80210818,1778087
8/15/2010,17.40397835,17.57460502,17.23335168,17.57460502,2109941
8/16/2010,17.6883564,17.6883564,17.34710192,17.40397709,1121339
8/17/2010,17.6883564,17.74523157,17.51772858,17.63148008,1096526
8/18/2010,17.63147736,17.80210515,17.57460104,17.74522883,1047714
8/19/2010,17.46085167,17.6883558,17.46085167,17.63147948,1340500
8/22/2010,17.40397835,17.40397835,17.29022685,17.40397835,693730
8/23/2010,17.34710121,17.46085154,17.29022489,17.40397638,1185073
8/24/2010,17.34710121,17.46085154,17.29022489,17.34710121,1172609
8/25/2010,17.23335266,17.34710417,17.17647633,17.29022784,1413924
8/26/2010,17.23335266,17.34710417,17.1196,17.34710417,1405071
8/29/2010,17.34710121,17.51772786,17.29022489,17.34710121,1218824
8/30/2010,17.40397835,17.40397835,17.29022685,17.40397835,663382
8/31/2010,17.34710121,17.46085154,17.34710121,17.40397638,906220
9/1/2010,17.51772881,17.74523179,17.23335065,17.29022582,1716737
9/2/2010,17.63147736,17.68835367,17.46084957,17.51772588,1737149
9/5/2010,17.80211258,17.85898776,17.68836106,17.74523624,2332555
9/6/2010,17.85898018,17.85898018,17.68835355,17.80210502,1384859
9/7/2010,17.97273636,17.97273636,17.74523335,17.74523335,1987824
9/9/2010,17.97273636,17.97273636,17.97273636,17.97273636,0
9/12/2010,17.97273636,17.97273636,17.97273636,17.97273636,0
9/14/2010,17.97273636,17.97273636,17.97273636,17.97273636,0
9/15/2010,17.97273636,18.31399087,17.91586003,18.20023937,3632030
9/16/2010,17.63147736,17.97273178,17.63147736,17.97273178,1704516
9/19/2010,17.6883564,17.80210789,17.57460375,17.80210789,1462646
9/20/2010,17.74523163,17.80210795,17.68835646,17.68835646,1613860
9/21/2010,17.85898018,17.91585534,17.68835355,17.68835355,1984718
9/22/2010,17.97273636,18.08648786,17.91586003,17.97273636,3235904
9/26/2010,18.14336205,18.3139887,18.08648572,18.08648572,5291270
9/27/2010,18.14336205,18.20023721,17.97273423,18.08648572,2096688
9/28/2010,18.20023727,18.25711244,18.08648578,18.08648578,2524787
9/29/2010,18.20023727,18.20023727,18.20023727,18.20023727,0
9/30/2010,17.91586113,18.14336531,17.91586113,18.08648897,1829282
10/3/2010,17.80211258,18.08649081,17.74523624,18.02961447,2407894
10/4/2010,17.85898018,17.85898018,17.74522871,17.80210502,1352036
10/5/2010,17.80211258,17.91586294,17.68836106,17.85898776,1712945
10/6/2010,17.6883564,17.97273455,17.63148008,17.74523157,2729898
10/7/2010,17.63147736,17.91585546,17.57460104,17.80210515,3290454
10/10/2010,17.40397835,17.80210918,17.34710318,17.68835768,6694441
10/11/2010,17.40397835,17.46085352,17.23335168,17.40397835,5636476
10/12/2010,17.29022598,17.46085265,17.23335081,17.40397748,3136133
10/13/2010,17.17647171,17.3470995,17.06272023,17.11959539,3046509
10/14/2010,17.17647171,17.3470995,17.06272023,17.11959539,3046509
10/17/2010,17.17647171,17.3470995,17.06272023,17.17647171,3692756
10/18/2010,17.40397835,17.46085352,17.23335168,17.40397835,2596166
10/19/2010,17.40397835,17.40397835,17.29022685,17.40397835,1972441
10/20/2010,17.34710121,17.40397638,17.29022489,17.34710121,1340129
10/21/2010,17.34710121,17.40397638,17.29022489,17.34710121,1340129
10/24/2010,17.57460403,17.63148036,17.40397737,17.51772887,2807269
10/25/2010,17.74523163,17.74523163,17.57460381,17.57460381,2177968
10/26/2010,17.63147736,17.74522883,17.57460104,17.68835367,1758682
10/27/2010,17.63147736,17.74522883,17.57460104,17.68835367,1758682
10/28/2010,17.51772881,17.6314803,17.51772881,17.57460397,1896939
10/31/2010,17.57460403,17.63148036,17.51772887,17.63148036,1622726
11/1/2010,17.57460403,17.57460403,17.40397737,17.57460403,2950934
11/2/2010,17.74523163,17.74523163,17.51772864,17.57460381,3730131
11/3/2010,17.63147736,17.91585546,17.51772588,17.74522883,4235660
11/4/2010,17.63147736,17.63147736,17.63147736,17.63147736,0
11/7/2010,17.80211258,18.02961447,17.80211258,17.97273928,3684821
11/8/2010,17.80211258,17.97273928,17.74523624,17.80211258,3179847
11/9/2010,18.08648491,18.25711156,17.80210678,17.80210678,11791643
11/10/2010,18.08648491,18.20023639,17.97273342,18.14336123,4399567
11/14/2010,18.08648491,18.08648491,18.08648491,18.08648491,0
11/18/2010,18.08648491,18.08648491,18.08648491,18.08648491,0
11/21/2010,17.6883564,17.85898306,17.63148008,17.74523157,1724688
11/22/2010,17.6883564,17.80210789,17.57460375,17.74523157,2004640
11/23/2010,17.46085167,17.57460316,17.4039765,17.57460316,2299911
11/24/2010,17.46085167,17.57460316,17.4039765,17.46085167,1274665
11/28/2010,17.51772881,17.6314803,17.46085248,17.46085248,1200512
11/29/2010,17.63147736,17.80210515,17.51772588,17.51772588,5878450
11/30/2010,17.6883564,17.6883564,17.57460375,17.63148008,1830613
12/1/2010,17.6883564,17.74523157,17.57460375,17.63148008,2286269
12/5/2010,17.80211258,17.97273928,17.74523624,17.97273928,3513679
12/6/2010,17.6883564,17.80210789,17.63148008,17.80210789,2623712
12/7/2010,17.6883564,17.74523157,17.57460375,17.63148008,3033040
12/8/2010,17.74523163,17.74523163,17.63148014,17.68835646,2311924
12/9/2010,43.68058014,43.68058014,43.68058014,43.68058014,0
12/12/2010,17.74523163,17.80210795,17.57460381,17.63148014,4308010
12/13/2010,18.20023727,18.31398876,17.63147982,17.74523131,14504915
12/14/2010,18.08648491,18.20023639,17.97273342,18.20023639,3562254
12/15/2010,17.91586113,18.08648897,17.85898595,18.08648897,4228335
12/19/2010,18.20023727,18.20023727,17.97273429,18.14336211,3320573
12/20/2010,18.4277401,18.4277401,18.14336195,18.20023712,6051868
12/21/2010,18.48461723,18.5414924,18.31398941,18.42774091,4531691
12/22/2010,18.4277401,18.54149159,18.31398861,18.48461642,4112848
12/23/2010,18.4277401,18.4277401,18.4277401,18.4277401,0
12/26/2010,18.37086868,18.48462136,18.37086868,18.42774502,2281133
12/27/2010,18.65524292,18.76899441,18.31398846,18.42773994,8836650
12/28/2010,18.88274765,19.05337432,18.54149315,18.59836948,6048621
12/29/2010,18.88274765,18.99649915,18.76899615,18.88274765,4068622
1/2/2011,18.93962097,19.11024761,18.93962097,19.0533713,2544938
1/3/2011,18.9964962,19.11024768,18.88274472,18.93962104,3646352
1/4/2011,18.9964962,19.11024768,18.93962104,19.05337136,3858759
1/5/2011,18.9964962,19.05337136,18.88274472,18.9964962,2973061
1/6/2011,46.76062012,46.76062012,46.76062012,46.76062012,0
1/9/2011,18.7689991,18.88275062,18.65524758,18.82587428,3101137
1/10/2011,18.54149437,18.71212105,18.54149437,18.71212105,2744164
1/11/2011,18.65524292,18.71211809,18.54149143,18.59836775,2847897
1/12/2011,18.71212006,18.71212006,18.54149338,18.65524488,5335882
1/16/2011,18.9964962,19.05337136,18.8258684,18.8258684,7366284
1/17/2011,18.71212006,18.99649939,18.71212006,18.99649939,3345975
1/18/2011,18.7689991,18.7689991,18.2571167,18.7689991,8074705
1/19/2011,18.54149437,18.71212105,18.37086653,18.48461919,3981404
1/23/2011,18.59837151,18.71212186,18.48461999,18.59837151,3226091
1/24/2011,18.65524292,18.65524292,18.59836775,18.59836775,2524339
1/25/2011,18.59837151,18.65524668,18.54149517,18.59837151,2578601
1/26/2011,18.59837151,18.65524668,18.42774366,18.54149517,4473925
1/30/2011,18.37086868,18.54149654,17.97273894,18.02961412,11733530
1/31/2011,18.20023727,18.37086393,17.91585797,18.37086393,5985254
2/1/2011,18.08648491,18.25711156,18.02960859,18.08648491,3647515
2/2/2011,18.4277401,18.48461642,18.20023712,18.25711228,4466245
2/6/2011,18.59837151,18.71212186,18.54149517,18.54149517,3565611
2/7/2011,18.59837151,18.71212186,18.54149517,18.54149517,3565611
2/8/2011,18.48461723,18.59836873,18.48461723,18.5414924,2252512
2/9/2011,18.59837151,18.59837151,18.48461999,18.54149517,2440128
2/13/2011,18.4277401,18.54149159,18.37086377,18.48461642,2529493
2/14/2011,18.31398773,18.42773922,18.25711141,18.42773922,2605675
2/15/2011,18.20023727,18.31398876,18.20023727,18.25711244,1974417
2/16/2011,17.91586113,18.20024048,17.91586113,18.20024048,4403615
2/17/2011,17.91586113,17.91586113,17.91586113,17.91586113,0
2/20/2011,17.34710121,17.68835567,17.34710121,17.57460303,5419778
2/21/2011,17.34710121,17.51772786,17.29022489,17.40397638,4439918
2/22/2011,17.29022598,17.34710231,17.06272299,17.29022598,4092707
2/23/2011,17.51772881,17.91585845,17.40397731,17.40397731,5146712
2/24/2011,17.51772881,17.51772881,17.51772881,17.51772881,0
2/27/2011,16.60771561,17.74523045,16.55084044,17.74523045,5747760
2/28/2011,16.72146606,16.83521754,16.15270868,16.60771459,8052562
3/1/2011,16.26646042,17.00584561,15.12894562,16.83521782,11134143
3/2/2011,14.95831966,15.98208187,14.90144334,15.98208187,10864562
3/3/2011,14.95831966,14.95831966,14.95831966,14.95831966,0
3/6/2011,16.2095871,16.55084157,15.92520779,16.49396525,10184433
3/7/2011,16.55084419,16.66459455,15.98208548,16.15271333,7419339
3/8/2011,17.65423012,17.77037638,16.49276753,16.60891379,11882477
3/9/2011,17.53808212,17.9445934,17.42193588,17.59615584,7010255
3/13/2011,18.11881638,18.40918145,18.00267011,18.1768901,5389139
3/14/2011,17.65423012,17.88652263,17.53808386,17.88652263,4842417
3/15/2011,17.36386108,17.88651854,16.95734868,17.42193361,7574681
3/16/2011,17.18964767,17.71230651,17.18964767,17.48001277,5121867
3/20/2011,18.06073761,18.35110259,17.9445902,18.23495636,7524816
3/22/2011,17.88652229,18.11881481,17.88652229,18.00266855,6452355
3/23/2011,17.88652229,17.88652229,17.7123035,17.88652229,3147597
3/24/2011,17.88652229,17.88652229,17.88652229,17.88652229,0
3/27/2011,18.06073761,18.17688384,18.06073761,18.11881013,3515668
3/28/2011,18.00266647,18.11881272,18.00266647,18.06074019,1888755
3/29/2011,17.94459534,18.11881532,17.94459534,18.00266906,1935730
3/30/2011,18.06073761,18.11881013,18.00266391,18.06073761,2471210
4/3/2011,17.82844734,18.06074102,17.82844734,18.00266731,5893623
4/4/2011,17.94459534,18.00266906,17.77037654,17.8865228,4574983
4/5/2011,17.82844734,18.06074102,17.82844734,17.88652106,7455436
4/6/2011,17.82844734,17.94459359,17.77037481,17.88652106,2873581
4/10/2011,17.82844734,17.82844734,17.82844734,17.82844734,0
4/11/2011,17.65423012,17.77037638,17.59615758,17.71230384,2944294
4/12/2011,17.65423012,17.77037638,17.59615758,17.65423012,2361178
4/13/2011,17.71230316,17.71230316,17.48000947,17.53808319,2455311
4/14/2011,17.71230316,17.71230316,17.71230316,17.71230316,0
4/17/2011,17.48001289,17.6542329,17.42194035,17.59616035,3051288
4/18/2011,17.53808212,17.59615584,17.42193588,17.53808212,5835462
4/19/2011,17.30579567,17.65423453,17.13157565,17.59616198,4582087
4/20/2011,17.48001289,17.53808662,17.24772152,17.30579407,3021254
4/24/2011,17.65423012,17.77037638,17.59615758,17.65423012,4596779
4/25/2011,17.88652229,17.94459483,17.59615724,17.65422978,5700183
4/26/2011,17.88652229,17.94459483,17.82844857,17.88652229,2219783
4/27/2011,17.94459534,18.00266906,17.82844908,17.8865228,3124691
5/2/2011,17.82844734,17.88652106,17.77037481,17.82844734,1662250
5/3/2011,17.77037621,17.88652246,17.71230367,17.82844874,1531905
5/4/2011,17.77037621,17.88652246,17.71230367,17.82844874,1531905
5/5/2011,17.77037621,17.77037621,17.77037621,17.77037621,0
5/8/2011,17.48001289,17.48001289,17.30579407,17.42194035,2412734
5/9/2011,17.59615707,17.65422961,17.48000964,17.53808336,2253699
5/10/2011,17.59615707,17.65422961,17.53808336,17.59615707,2900658
5/11/2011,17.59615707,17.65422961,17.48000964,17.59615707,3035659
5/15/2011,17.42193985,17.59615985,17.42193985,17.4800124,3219037
5/16/2011,17.48001289,17.59616035,17.42194035,17.48001289,2996799
5/17/2011,17.48001289,17.53808662,17.42194035,17.48001289,2029138
5/18/2011,17.48001289,17.53808662,17.42194035,17.48001289,1483896
5/22/2011,17.71230316,17.71230316,17.53808319,17.53808319,4311161
5/23/2011,17.59615707,17.71230333,17.53808336,17.65422961,2367586
5/24/2011,17.59615707,17.65422961,17.53808336,17.59615707,1951377
5/25/2011,17.59615707,17.65422961,17.48000964,17.53808336,2351872
5/29/2011,17.59615707,17.65422961,17.53808336,17.59615707,1897179
5/30/2011,17.53808212,17.59615584,17.48000841,17.53808212,1931362
5/31/2011,17.53808212,17.59615584,17.48000841,17.53808212,2251971
6/1/2011,17.53808212,17.59615584,17.48000841,17.53808212,1705617
6/5/2011,17.18964767,17.30579395,17.18964767,17.2477214,1928717
6/6/2011,17.30579567,17.30579567,17.18964938,17.24772312,3018214
6/7/2011,17.13157082,17.36386451,17.07349828,17.30579079,3083290
6/8/2011,17.07349586,17.13156839,17.01542215,17.07349586,1855754
6/12/2011,16.95735359,17.01542613,16.84120733,16.84120733,1527449
6/13/2011,17.18964767,17.30579395,16.95735512,17.01542767,3034718
6/14/2011,17.07349586,17.36386205,17.07349586,17.1896421,1589652
6/15/2011,17.07349586,17.1896421,17.01542215,17.13156839,2524048
6/19/2011,16.55084419,16.95735558,16.37662418,16.95735558,2190495
6/20/2011,16.49277115,16.60891743,16.31855113,16.55084488,3086407
6/21/2011,16.72505951,16.78313323,16.60891325,16.60891325,1648341
6/22/2011,16.66698837,16.95735465,16.66698837,16.78313583,2128356
6/26/2011,16.78313446,16.841207,16.66698702,16.72506074,1399770
6/27/2011,16.78313446,16.89928072,16.78313446,16.78313446,1162556
6/28/2011,16.89928436,16.89928436,16.78313807,16.84121063,1388696
6/29/2011,16.95735359,17.01542613,16.84120733,16.89928105,1853844
7/3/2011,17.36386108,17.36386108,17.13156744,17.18964115,1900758
7/4/2011,17.24772072,17.36386699,17.18964699,17.30579326,2260475
7/5/2011,17.24772072,17.36386699,17.24772072,17.24772072,1556664
7/6/2011,17.24772072,17.36386699,17.24772072,17.24772072,1148538
7/10/2011,17.48001289,17.53808662,17.30579407,17.30579407,3439964
7/11/2011,17.53808212,17.65422837,17.42193588,17.48000841,2383698
7/12/2011,17.36386108,17.42193361,17.24771485,17.42193361,2021746
7/13/2011,17.30579567,17.48001451,17.30579567,17.3638694,1888811
7/17/2011,17.30579567,17.48001451,17.24772312,17.3638694,1539779
7/18/2011,17.13157082,17.36386451,17.07349828,17.30579079,1784598
7/19/2011,17.30879593,17.36787092,17.19064834,17.24972213,1915888
7/20/2011,17.48602104,17.54509604,17.36787224,17.36787224,1498461
7/21/2011,17.48602104,17.48602104,17.48602104,17.48602104,0
7/24/2011,17.36786461,17.48601336,17.36786461,17.36786461,983239
7/25/2011,17.19064713,17.3678697,17.19064713,17.3678697,1001548
7/26/2011,17.30879593,17.36787092,17.19064834,17.19064834,1353436
7/27/2011,17.13157082,17.30879337,17.13157082,17.24971959,1269619
7/31/2011,17.0134201,17.13156886,16.95434512,17.0134201,2380900
8/1/2011,17.13157082,17.13157082,17.01342204,17.07249703,1591468
8/2/2011,17.0724926,17.13156637,17.01341763,17.0724926,1082537
8/3/2011,17.0134201,17.07249509,16.95434512,17.0134201,1769959
8/7/2011,16.3045311,16.3045311,15.83193596,16.12730732,2074547
8/8/2011,16.12730789,16.36360667,16.0682341,16.30453168,2084912
8/9/2011,16.00915718,16.12730474,15.35933837,15.77285965,3417047
8/10/2011,16.0682354,16.2454592,16.0091616,16.1273092,2499774
8/14/2011,16.42267799,16.59990055,16.42267799,16.59990055,1742538
8/15/2011,16.54082489,16.59989867,16.42267613,16.42267613,1208448
8/16/2011,16.54082489,16.65897365,16.48174991,16.59989867,2007200
8/17/2011,16.54082489,16.59989867,16.36360235,16.48174991,2128207
8/21/2011,16.00915718,16.30452849,16.00915718,16.12730474,2331304
8/22/2011,16.12730789,16.18638289,16.0091603,16.12730789,2080493
8/23/2011,16.24545288,16.30452666,16.12730293,16.12730293,1904421
8/24/2011,16.4817543,16.5408293,16.24545793,16.24545793,2331902
8/28/2011,16.4817543,16.4817543,16.4817543,16.4817543,0
9/1/2011,16.4817543,16.4817543,16.4817543,16.4817543,0
9/4/2011,16.5999012,16.5999012,16.42267864,16.54082741,1894622
9/5/2011,16.4817543,16.5408293,16.42268051,16.5408293,994593
9/6/2011,16.3636055,16.48175308,16.3636055,16.42267929,1419634
9/7/2011,16.4817543,16.5408293,16.42268051,16.42268051,1904475
9/11/2011,16.71805191,16.83620069,16.59990193,16.71805191,2589427
9/12/2011,16.42267799,16.71805052,16.42267799,16.59990055,1770679
9/13/2011,16.4817543,16.59990309,16.42268051,16.5408293,1226501
9/14/2011,16.42267799,16.54082676,16.42267799,16.48175178,2687787
9/18/2011,16.5999012,16.71805118,16.5999012,16.71805118,1685559
9/19/2011,16.42267799,16.54082676,16.42267799,16.42267799,1656082
9/20/2011,16.4817543,16.5408293,16.42268051,16.42268051,1503188
9/21/2011,16.4817543,16.5408293,16.42268051,16.42268051,1254081
9/22/2011,16.4817543,16.4817543,16.4817543,16.4817543,0
9/25/2011,16.3636055,16.3636055,16.12730674,16.30453051,3005631
9/26/2011,16.3636055,16.42267929,16.24545672,16.30453051,1799699
9/27/2011,16.42267799,16.54082676,16.42267799,16.42267799,1783524
9/28/2011,16.3636055,16.48175308,16.3636055,16.42267929,1709739
9/29/2011,16.3636055,16.3636055,16.3636055,16.3636055,0
10/2/2011,16.3636055,16.48175308,16.24545672,16.3636055,2481468
10/3/2011,16.12730789,16.36360667,16.0682341,16.30453168,3384019
10/4/2011,15.89101315,16.06823575,15.83193814,16.06823575,2361834
10/5/2011,16.00915718,16.06823096,15.89100841,15.9500822,2567396
10/9/2011,16.3045311,16.3045311,16.12730732,16.12730732,2092216
10/10/2011,16.3045311,16.42267988,16.24545731,16.3045311,2463108
10/11/2011,16.12730789,16.36360667,16.0682341,16.36360667,3344650
10/12/2011,16.18638039,16.18638039,16.06823162,16.1273054,2156294
10/16/2011,16.3045311,16.3045311,16.24545731,16.3045311,1955207
10/17/2011,16.3045311,16.42267988,16.3045311,16.3045311,1653341
10/18/2011,16.3636055,16.42267929,16.24545672,16.42267929,2262635
10/19/2011,16.24545288,16.36360163,16.24545288,16.36360163,1435753
10/23/2011,16.3045311,16.3045311,16.18638231,16.24545731,2598707
10/24/2011,16.18638039,16.30452916,16.18638039,16.24545537,6538459
10/25/2011,16.24545288,16.30452666,16.1863779,16.24545288,1881377
10/26/2011,16.24545288,16.30452666,16.1863779,16.24545288,2649553
10/27/2011,16.24545288,16.30452666,16.1863779,16.24545288,2649553
10/30/2011,16.3636055,16.42267929,16.24545672,16.42267929,3578605
10/31/2011,16.3045311,16.36360609,16.24545731,16.3045311,2432912
11/1/2011,16.12730789,16.30453168,16.12730789,16.24545788,3530044
11/2/2011,16.42267799,16.42267799,16.12730546,16.18638045,4123007
11/6/2011,40.4250679,40.4250679,40.4250679,40.4250679,0
11/10/2011,16.42267799,16.42267799,16.42267799,16.42267799,0
11/13/2011,16.3045311,16.36360609,16.24545731,16.3045311,1014763
11/14/2011,16.24545288,16.36360163,16.24545288,16.30452666,1288438
11/15/2011,16.3045311,16.36360609,16.24545731,16.3045311,1076497
11/16/2011,16.24545288,16.36360163,16.12730293,16.30452666,2407227
11/20/2011,16.18638039,16.24545537,16.1273054,16.18638039,1456411
11/21/2011,16.12730789,16.24545788,16.0682341,16.18638289,2940249
11/22/2011,15.95008373,16.1273063,15.89100994,16.06823251,2253374
11/23/2011,15.89101315,16.00916195,15.89101315,15.95008695,2050801
11/24/2011,39.26176453,39.26176453,39.26176453,39.26176453,0
11/27/2011,15.89101315,15.95008695,15.83193814,15.89101315,1982315
